,tickets,OPD,id,tickets_length,clean_tickets
45,"dengan hormat, saya warga di jl.Terusan TitanVI/L-12 purwantoro Blimbing Kota Malang sangat merindukan jalan dikampung saya segera diperbaimi karena kondisinya sangat rusak parah mohon hal ini menjadi perhatian, atas bantuan bapak berwenang kami ucapkan terima kasih.",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,267,hormat warga jlterusan titanvil purwantoro blimbing kota malang rindu jalan kampung diperbaimi kondisi rusak parah mohon perhati bantu wenang terima kasih
46,"Sepanjang Jalan Vinolia Kecamatan Lowokwaru dipasang polisi tidur. Hal itu menyebabkan kendaraan melambat sampai jembatan brantas. Hingga kendaraan menumpuk di pertigaan menuju jembatan. Macet pun tak terhindarkan. Mohon segera ditindak ya Pak, polisi tidur sebenarnya hal yg baik asal sesuai dengan peraturan yg seharusnya berlaku. Terima kasih.",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,346,jalan vinolia camat lowokwaru pasang polisi tidur kendara lambat jembatan brantas kendara tumpuk tuju jembatan macet hindar mohon tindak ya polisi tidur sesuai atur laku terima kasih
47,"mohon segera diaspal, ada lubang di jalan Bendungan Sutami no. 38 depan Mars Laundry, terima kasih.",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,99,mohon aspal lubang jalan bendung sutami nomor mars laundry terima kasih
48,"Jalan rusak parah di Jl. Babatan, Arjowinangun (Jalan perbatasan, tp masih masuk Kota Malang). Jalan tersebut merupakan jalan menuju Jl. Kelengkeng Tambakasri, Tajinan, dan jalan alternatif ke Bululawang. Mohon untuk segera diperbaiki, karena kerusakan sepanjang 100 meter, dan semakin parah. Mohon ALIK 6 KALI KE RUMAH SEKRETARIS RT TAPI TIDAK DI PERMUDAH. SAYA KECEWA KENAPA ORANG SEPERTI ITU DI BIARKAN MENJABAT SEKRETARIS SELAMA LEBIH DARI 7 TAHUN.MOHON PEMERINTAH KOTA MALANG SAMBAT SAYA DI TERIMA.",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,503,jalan rusak parah jalan babatan arjowinangun jalan batas masuk kota malang jalan rupa jalan tuju jalan kelengkeng tambakasri tajin jalan alternatif bululawang mohon rusa meter parah mohon alik kali rumah sekretaris rt mudah kecewa orang biar jabat sekretaris tahunmohon perintah kota malang sambat terima
49,"SALAM SATU JIWA NAWAK MLG SEMUANYA...Tlg untuk dinas pekerjaaan umum dan penataan ruang kota malang perbaiki aspal di sepanjang jalan jakarta...berkendara menjadi tidak nyaman karena jalan tersebut merupakan akses ke semua fasilitas umum..(sekolah, mall, cfd dsb)..maksih bnyak..mas sammy bumiayuggu korban? Terima kasih.",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,321,salam jiwa nawak mlg semuanyatlg dinas pekerjaaan tata ruang kota malang aspal jalan jakartaberkendara nyaman jalan rupa akses fasilitas umumsekolah mall cfd dsbmaksih bnyakmas sammy bumiayuggu korban terima kasih
50,jalan sekar sari tlogowaru yg RT 05 selama 2th lebih jalan rusak tidak diperbaiki. Mohon tindak lanjutnya untuk perbaikan,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,121,jalan sekar sari tlogowaru rt th jalan rusak mohon tindak
51,lubang jalan sulfat dpn sebuku mohon di aspal rawan macet,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,57,lubang jalan sulfat sebu mohon aspal rawan macet
52,"Saya warga Jl. M. Pandjaitan Gg 18C. Sampai kapan pekerjaan perbaikan gorong2 ditinggalkan begitu saja? Sudah 5 hari perbaikan dihentikan, sedangkan jalanan yg dijebol masih menganga. Kami warga gg 18C merasa sangat dirugikan secara materil maupun non materil.parkir mobil takutnya nanti tumbang dan menimpa mobil atau sebagainya Trimakasihgkat mumpung belum musim hujan",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,370,warga jalan m pandjaitan c kerja gorong tinggal henti jalan jebol nganga warga c rugi materil non materilparkir mobil takut tumbang timpa mobil trimakasihgkat mumpung musim hujan
53,"tolong segra diaspal, jln berlubang di jln Galunggung no. 105, tepat di dpn Rmh Mkn Padang Tiga Putri Minang, trm ksh.",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,118,tolong segra aspal jalan lubang jalan galunggung nomor rumah makan padang putri mang terima kasih
54,"MOHON DILAKUKAN PERBAIKAN JALAN BERLUBANG DI JL. BABATAN, ARJOWINANGUN, KEDUNGKANDANG, JL ANTAR DESA ARJOWINANGUN DAN TAMBAKASRI. BERLUBANG, RUSAK PARAH",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,152,mohon laku jalan lubang jalan babatan arjowinangun kedungkandang jalan desa arjowinangun tambakasri lubang rusak parah
55,"Jalur rel KA yg melintang di jalan raya di bawah flyover arjosari sangat licin apalagi kalau hujan, td malam saya terpeleset dan beruntun 4 pengendara R2 lain,mohon dibenahi krn ad lubang sejajar rel yg membuat roda terselip ditambah rel yg licin langsung membuat R2 terpeleset. Sangat membahayakan.",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,299,jalur rel ka lintang jalan raya flyover arjosari licin hujan malam peleset untun kendara r lainmohon benah lubang sejajar rel roda selip rel licin langsung r peleset bahaya
56,"sebelumnya Terimakasih atas respon cepat permasalahan TL Janti, menyampaikan pula kondisi di Jalan S.Supriadi tepatnya di depan Pabrik Es Ngaglik, kalau malam di pinggir jalan banyak dijadikan parkir liar mobil-mobil dan hal ini menjadikan sempit jalan, mohon Dishub dapat bertindak tegas, kedua kondisi di Jalan Jakarta banyak yg berlubang dan sangat membahayakan pengguna jalan, terimakasihbbrp masyrkt tp ukuranx katax cm 600 m2, shg skrg mau beralih ke taman gayam yg smp skrg RTH tp tdk difungsikan maksimal, info terakhir sdh disetujui dr lurah maupun ketua RW se kel.bareng, namun katax hnya ketua RW yg dilokasi taman gayam yg tdk setuju klo dibangun puskesmas...mhn bs ditindak lanjuti.",DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,695,terimakasih respon cepat tl janti kondisi jalan ssupriadi pabrik es ngaglik malam pinggir jalan parkir liar mobilmobil sempit jalan mohon dinas hubung tindak kondisi jalan jakarta lubang bahaya jalan terimakasihbbrp masyrkt ukuranx katax cm m alih taman gayam smp rth fungsi maksimal informasi tuju lurah ketua rw kelbareng katax ketua rw lokasi taman gayam tuju bangun puskesmasmhn tindak
57,Nama saya ageng warga RT4 RW2 kelurahan tanjungrejo - sukun. Saya mau sambat tetangga sebelah selatan saya membangun kos 3 lantai dan bangunannya memakan saluran air milik warga. Serta kayu dan runtuhan semen jatuh di kolam pekarangan milik saya. Saya sudah lapor sampai kelurahan tapi belum ada tindakan sampai sekarang. Mohon direspon sambatan saya. Maturnuwun.,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,363,nama ageng warga rt rw lurah tanjungrejo sukun sambat tetangga belah selatan bangun kos lantai bangun makan salur air milik warga kayu runtuh semen jatuh kolam pekarang milik lapor lurah tindak mohon direspon sambat maturnuwun
58,yth abah anton saya Moch. Cholil warga kelurahan tlogomas...perlu sy informasikan banya jalan poros joyo agung depan rumah sy rusak parah...sementara ditambal swadaya pakai material seadanya tapi kalo hujan deras jalan berlobang lagi dan sangat beresiko kecelakaan bagi pengguna jalan...mohon dgn sngt untuk segera diperbaiki. Terima kasih perhatiannya Wasalam.,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA MALANG,1,361,hormat abah anton moch cholil warga lurah tlogomasperlu informasi banya jalan poros joyo agung rumah rusak parahsementara tambal swadaya pakai material hujan deras jalan berlobang resiko celaka jalanmohon terima kasih perhati wasalam
59,"Pak mohon ditindak lanjuti untuk DKP area jl.raya tlogomas, petugas DKP meminta uang alasannya sampah terlalu banyak... Dan selama ini pihak kantor udah ngasih cuma2 50k setiap bulan. Kalau ga ada uang lebih dia tidak mau mengambil sampah. Terima kasih",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,252,mohon tindak dkp area jlraya tlogomas tugas dkp uang alas sampah kantor k uang ambil sampah terima kasih
60,"mohon disampaikan kepada warga daerah teluk bayur/grajakan untuk tdk membakar sampah sembarangan terutama di malam hari, sudah kejadian beberapa kali di malam hari, sehingga kami tdk bisa tidur, asapnya masuk ke rumah, kejadian selalu di atas jam 9 malam,bahkan pernah jam 11.30 malam",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,284,mohon warga daerah teluk bayurgrajakan bakar sampah sembarang utama malam kali malam tidur asap masuk rumah jam malambahkan jam malam
61,"tolong memperhatikan sampah2 di sungai pak.. sebelum masuk musim hujan, karena takut nya banjir, terutama di daerah teluk bayur, sehingga kami kena imbas banjir karena orang buang sampah sembarangan di sungai, plis plis ya pak",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,226,tolong perhati sampah sungai masuk musim hujan takut nya banjir utama daerah teluk bayur kena imbas banjir orang buang sampah sembarang sungai mohon mohon ya
62,kandang ternak di Daerah Aliran Sungai jln salahutu indah rw 10 tidar.sangat mengganggu warga perumahan dan gereja karena baunya menyengat,DINAS LINGKUNGAN HIDUP KOTA MALANG,1,138,kandang ternak daerah alir sungai jalan salahutu indah rw tidarsangat ganggu warga rumah gereja bau sengat
63,"Salam. Saya Fajar, mahasiswa UB, sore ini berkunjung ke Taman Kunang Kunang (16 Juli 2018), kecewa dengan fasilitas tolietnya yang sangat jorok dan perlu disedot WCnya. Ini sangat kontras dengan suasana nyaman di taman. Mohon segera diperbaiki.",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,244,salam fajar mahasiswa ub sore kunjung taman nang nang juli kecewa fasilitas tolietnya jorok sedot wcnya kontras suasana nyaman taman mohon
64,"daerah aliran sungai rt 02 rw 10 tidar.pemukiman liar dan kandang ternak sangat mengganggu warga,karena bau dan penghuninya tdk punya sopan santun",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,146,daerah alir sungai rt rw tidarpemukiman liar kandang ternak ganggu wargakarena bau hun sopan santun
65,Tlg untuk petugas sampah di tertibkan sdh tugasnya ngangkut sampah tapi di tempat saya yg dekat juga dgn TPA tdk mau diangkut pdhal saya sdh byr iuran Sampah di jln matana,DINAS LINGKUNGAN HIDUP KOTA MALANG,1,171,tolong tugas sampah tertib tugas ngangkut sampah tpa angkut bayar iur sampah jalan matana
66,Jembatan Penyeberangan Orang (JPO) di Alun Alun Malang selalu bau pesing. Mohon untuk diberikan larangan dan pengawasan. Kawasan wisata seharusnya bisa lebih dijaga kebersihannya. Terimakasih,DINAS LINGKUNGAN HIDUP KOTA MALANG,1,191,jembatan seberang orang jpo alun alun malang bau pesing mohon larang awas kawasan wisata jaga bersih terimakasih
67,penjual di pujasera terbuka di sulfat buang sampah sembarangan. Sampah gelas plastik gini dibuang ngawur dgn dilempar ke area taman. Area taman bang parah antara pertigaan dan sampai roti andalas.00 sampai selesai tengah malam yang menyebabkan gangguan kebisingan tetangga. ak ada kode verifikasi masuk. Mohon sistemnya dibenerin pak saya ingin daftar aja susah :(,DINAS LINGKUNGAN HIDUP KOTA MALANG,1,364,jual pujasera buka sulfat buang sampah sembarang sampah gelas plastik buang ngasal lempar area taman area taman bang parah roti andalas selesai malam ganggu bising tetangga kode verifikasi masuk mohon sistem dibenerin daftar susah
68,"Sy mau mengadukan soal sampah di sepanjang jalan ijen, sepanjang kampus UM jl veteran dan sepanjang jalan soehat terlalu banyak sampah bungkus makanan+minuman, sampah daun dan lidi tempura sehingga tdk sedap dipandang mata,,tlg diperhatikan",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,240,adu sampah jalan ijen kampus um jalan veteran jalan soehat sampah bungkus makananminuman sampah daun lidi tempura sedap pandang matatlg perhati
69,"Sampah menumpuk di TPS Tasikmadu,  beberapa hari ini belum ada truk yang mengambil sampah sehingga bau busuk mulai menyengat,  mohon diperhatikan. Terimakasih. idak ada",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,168,sampah tumpuk tps tasikmadu truk ambil sampah bau busuk sengat mohon perhati terimakasih idak
70,"Nama saya lolita, alamat lengkap perumahan prima ragil permai 1 blok D13 Lesanpuro 1E RT.6 RW.3 Kel.Lesanpuro Kec.Kedungkandang Kota Malang sya mau menyampaikan keluhan kalo di permukiman daerah saya sudah bertahun2 terkena limbah ternak dari kandang ayam yg berlokasi de sebelah perumahan hanya berbatas tembok yg tidak terlalu tinggi, sya dan warga perumahan sudah pernah menyampaikan keluhan ini ke ketua RT setempat namun tidak ada tindak lanjut, dan limbah ternak berupa lalat dan bau yg menyengat masih saja mengganggu sepanjang tahun. Ditambah lagi lokasi ternak yg berdekatan dengan sdn lesanpuro 3 jelas ikut merasakan dampak limbah ternak tersebut, mohon solusi dan tindak lanjut dari pemkot Malang, karna tidak ada itikad baik dari pemilik kandang untuk menyelesaikan masalah limbah ini.",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,798,nama lolita alamat lengkap rumah prima ragil permai blok d lesanpuro e rt rw kellesanpuro keckedungkandang kota malang keluh mukim daerah kena limbah ternak kandang ayam lokasi de belah rumah batas tembok warga rumah keluh ketua rt tindak limbah ternak upa lalat bau sengat ganggu lokasi ternak sdn lesanpuro dampak limbah ternak mohon solusi tindak perintah kota malang itikad milik kandang selesai limbah
71,Tps malabar semakin hari semakin bau menyengat kami warga muria sangat terganggu sampah sampai malam tidak diangkut sampai besok sampah menumpuk,DINAS LINGKUNGAN HIDUP KOTA MALANG,1,144,tps malabar bau sengat warga muria ganggu sampah malam angkut besok sampah tumpuk
72,Sampah di depan gang 6. Ciptomulyo Knapa kok di liwati saja sama petugasnya.   Mohon tindakan yg lebih tegas.  Buat kepala DKP.,DINAS LINGKUNGAN HIDUP KOTA MALANG,1,127,sampah gang ciptomulyo liwat tugas mohon tindak kepala dkp
73,mohon bapak ibu. Menindak lanjutin sampah ditempatinya udah 1 mingguan kok gak diambil. Js menumpuk. Lokasinya mergosono gang 4. Ciptomulyo tepatnya di bahu jalan raya. Di depan ruko juga menumpuk pak. Jadi kita terganggu bau dan kotorannya. Mohon secepatnya di. Cek pak. Udah gak kuat baunya. tapi tidak mempan. Minta tolong bantuannya. Karena asapnya mengganggu masyarakat sekitar dan apinya cukup membahayakan. Khawatir apinya bisa merembet kemana-mana. Terima kasih,DINAS LINGKUNGAN HIDUP KOTA MALANG,1,469,mohon tindak lanjutin sampah minggu ambil js tumpuk lokasi mergosono gang ciptomulyo bahu jalan raya ruko tumpuk ganggu bau kotor mohon cepat cek kuat bau mempan tolong bantu asap ganggu masyarakat api bahaya khawatir api rembet kemanamana terima kasih
74,"PERLU SOSIALISASI SOAL BAKAR SAMPAH YG MENCEMARI UDARA, PAGI INI WIL.KLOJEN BERKABUT YG TERNYATA ASAP, SMOG DIUKUR DGN PM DETECTOR 2,5",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,134,sosialisasi bakar sampah cari udara pagi wilklojen kabut nyata asap smog ukur pm detector
75,Mhn dicek pembakaran rumput/ sampah di DALAM dan di LUAR stadion Gajayana lokasi di depan Sima lab sampai pintu masuk stadion sore mulai 18 dan dibiarkan sampai pagi dini hari dan berlanjut.Bisa dicek sisa bakaran yang hitam.Bau menyengat . Mohon bantuan dari pemerhati lingkungan serta satpolPP untuk tindakan tegas.,DINAS LINGKUNGAN HIDUP KOTA MALANG,1,317,mohon cek bakar rumput sampah stadion gajayana lokasi sima lab pintu masuk stadion sore biar pagi berlanjutbisa cek sisa bakar hitambau sengat mohon bantu perhati lingkung satpolpp tindak
76,"Di Jl KH Hasyim Ashari, antara ESL Express dan Toko Sinar Jaya ada lahan kosong yg dijadikan TPS oleh warga sekitar. Mohon tindak lanjut dr DLH.",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,144,jalan kh hasyim ashari esl express toko sinar jaya lahan kosong tps warga mohon tindak dlh
77,"sampah di bareng tenes gang 4 ngga diambil2 udh brp Minggu , tanya Bu Rw katanya tukang sampah nya yang bermasalah. Mohon solusinya bapak ibu, disini sudah numpuk sampahnya dan smpe keluar larva lalat .. Terimakasih",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,215,sampah bareng tenes gang ambil minggu bu rw tukang sampah nya mohon solusi numpuk sampah larva lalat terimakasih
78,Petugas kebersihan di malang kalo kerja TIDAK sepenuh hati. Msh bnyk jalan2 yg kotor. TIDAK diambil sampahnya. Mohon kerja yg betul,DINAS LINGKUNGAN HIDUP KOTA MALANG,1,131,tugas bersih malang kerja sepenuh hati jalan kotor ambil sampah mohon kerja
79,"pak saya billa dari fh ub, saya mau bertanya beda sanitary landfill di kota kota lain dan sanitary landfill di kota malang apa ya? Karena kabarnya pemkot malang bekerja sama dengan pemerintah jerman melalui bank pembangunan jerman, terimakasihselaku perwakilan wali murid mempertanyakan... kenapa sampai sekarang masih belum ada guru yang berkompeten sesuai bidang mata pelajarannya",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,382,billa fh ub beda sanitary landfill kota kota sanitary landfill kota malang ya kabar perintah kota malang kerja perintah jerman bank bangun jerman terimakasihselaku wakil wali murid guru kompeten sesuai bidang mata ajar
80,"Sampah di Jl. Ijen Menumpuk,,tolong untuk ditindak lanjuti",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,58,sampah jalan ijen menumpuktolong tindak
81,"dear bagian kebersihan kota malang saya mengalami kesulitan saat membuang barang2 bekas dalam volume besar misal ban mobil, kursi, kasur kemana saya harus membuangnya? saya miris melihat tetangga yang sering membuang sampah ke sungai, bahkan kasur",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,247,dear bersih kota malang alami sulit buang barang bekas volume ban mobil kursi kasur buang miris lihat tetangga buang sampah sungai kasur
82,"Mohon tindak lanjutnya mengenai pembuangan limbah agar-agar secara sembarangan di malang tepatnya di daerah bandulan. Saya yakin prosedur pembuangan limbah tsb tdk sesuai aturan AMDAL dan biasanya limbah tsb dibuang ketika hujan dan dibuang mengarah ke sungai metro. Banyak warga sudah mengeluhkan terkait bau tdk sedap dr limbah pabrik agar-agar tsb, sudah ada petisi terkait pembuangan limbah pabrik PT. Indoflora Cipta Mandiri yg dibuat warga,namun tdk ada penyelesaiannya hingga skrg. Per hari ini, tanggal 29 maret pagi masih tercium bau limbahnya. Mohon di cek terkair dokumen AMDAL dan perizinannya. TERIMAKASIH",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,618,mohon tindak kena buang limbah agaragar sembarang malang daerah bandul prosedur buang limbah sesuai atur amdal limbah buang hujan buang arah sungai metro warga keluh kait bau sedap limbah pabrik agaragar petisi kait buang limbah pabrik pt indoflora cipta mandiri warganamun selesai tanggal maret pagi cium bau limbah mohon cek terkair dokumen amdal izin terimakasih
83,"Selamat pagi dan selamat bertugas. Mohon bantuannya, untuk dibantu membersihkan sampah dan jatuhan ranting pohon yg menutupi aliran sungai di dekat Balai Serbaguna RW 5 Kel. Bandungrejosari karna saat hujan deras, aliran sungainya meluap cukup tinggi. Terimakasih.",DINAS LINGKUNGAN HIDUP KOTA MALANG,1,264,selamat pagi selamat tugas mohon bantu bantu bersih sampah jatuh ranting pohon tutup alir sungai balai serbaguna rw kel bandungrejosari hujan deras alir sungai luap terimakasih
84,"para siswa/i smpn 19 seabis pulang sekolah tidak langsung pulang. Akan tetapi mereka bergerombol maen ke toko pojok di jalan sempu hingga jam 17.00 . Mereka ada yang maen game via HP, ada yang maen game via laptop, dan maen sepakbola di jalan enggano. Ada juga anak SMA yang merokok rokok yg dibeli ditoko tersebut. Bergerombol maen ke toko tersebut, dan ini hampir setiap hari.",DINAS PENDIDIKAN KOTA MALANG,1,378,siswa smpn abis pulang sekolah langsung pulang gerombol main toko pojok jalan sempu jam main game via hp main game via laptop main sepakbola jalan enggano anak sma rokok rokok beli toko gerombol main toko
85,"saya GTT di kota malang, sangat berharap walikota mengeluarkan SK Walikota bagi para GTT, karena SK trsbt sangat kami butuhkan utk pembuatan NUPTK dan mengikuti PPG, tanpa itu nasib kami terpontang panting...mohon segera dikeluarkan SK trsbut",DINAS PENDIDIKAN KOTA MALANG,1,242,gtt kota malang harap walikota sk walikota gtt sk trsbt butuh nuptk ppg nasib terpontang pantingmohon sk trsbut
86,"ank sy terancam tidak bisa sekolah dismp negri,sy tidak punya biaya untuk menyekolahkan ank sy di swasta...sy harus bagaimana. Nilai ank sy sama dgn nilai yg diterima dismp negri,tp ank sy tersingkir",DINAS PENDIDIKAN KOTA MALANG,1,199,ank ancam sekolah dismp negrisy biaya sekolah ank swastasy nilai ank nilai terima dismp negritp ank singkir
87,Maaf ppdb kota malang yg kurang beruntung itu kelurahan bandungrejosari dan kebonsari karena sistim zona umum harus ke smpn 12 yg penerimaan siswa hanya 66 jadi untuk UN pertengahan tidak bisa masuk...lain sama wilayah kelurahan yg smp nya penerimaan siswa nya besar kayak smpn 19 itu nilai akhir 50 aja bisa masuk,DINAS PENDIDIKAN KOTA MALANG,1,314,maaf ppdb kota malang untung lurah bandungrejosari kebonsari sistim zona smpn terima siswa un masuklain wilayah lurah smp nya terima siswa nya smpn nilai masuk
88,"kenapa pendaftaran SMA scr online hanya diberi kesempatan 1 kali saja, ini menurut saya sangat merugikan.. Karena siswa yg nilainya bagus tp tdk diterima di pilihan kedua, seharusnya masih bisa diterima di SMA yg lain... Kalau seperti ini akan banyak siswa dengan nilai bagus tapi tidak dapat bersekolah di sekolah negeri.. Terima kasih...…",DINAS PENDIDIKAN KOTA MALANG,1,340,daftar sma kali rugi siswa nilai bagus terima pilih terima sma siswa nilai bagus sekolah sekolah negeri terima kasih
89,Mau tanya. .apakah latihan pendaftaran ppdb SMA. .berpengaruh dengan pendaftaran yg resmi nantinya? (mengenai pemilihan sekolah) terimakasih,DINAS PENDIDIKAN KOTA MALANG,1,140,latih daftar ppdb sma pengaruh daftar resmi kena pilih sekolah terimakasih
90,"Mohon penghapusan pendidikan karakter/fullday scholl/5 hari sekolah/pulang sore, terutama tingkat SD. Menurut saya kurang mengena, hasilnya tingkat stress meningkat. (Feby Utama)ohon segera di tindak lanjuti..mengingat itu jalur satu2nya utk ke arah sawojajar,saya sdh berulang kali lapor tp tdk ada tindakan dr pemkot malang",DINAS PENDIDIKAN KOTA MALANG,1,325,mohon hapus didik karakterfullday scholl sekolahpulang sore utama tingkat sd kena hasil tingkat stress tingkat feby utamaohon tindak lanjutimengingat jalur arah sawojajarsaya ulang kali lapor tindak perintah kota malang
91,mana dan dimana peluwang bagi anak putus sekolah yg tidak bisa meneruskan sekolah krena biaya.,DINAS PENDIDIKAN KOTA MALANG,1,94,peluwang anak putus sekolah sekolah krena biaya
92,"Assalamu'alaikum pak sebelum nya saya minta maaf , mau nanya anak saya sekolah di SMK12 Malang di suruh bayar uang gedung sebesa 1jt 500 dan SPP 150 rb perbulan saya gk mampu tetap srh bayar , terima kasih , assalamu' alaikumt kota membuat kota terlihat semakin kumuh. Terima kasihi respon lama, bahkan tutup dan sampai menunggu lama hingga dibuka puskesmas nya. Tolong untuk Dinkes Kota Malang ditindaklanjuti kasus sprt ini.",DINAS PENDIDIKAN KOTA MALANG,1,426,assalamualaikum nya maaf anak sekolah smk malang suruh bayar uang gedung sebesa jt spp rb srh bayar terima kasih assalamu alaikumt kota kota lihat kumuh terima kasih respon tutup tunggu buka puskesmas nya tolong dinkes kota malang ditindaklanjuti
93,"Saya sebagai org tua merasa terbebani dengan daftar ulang sman 2 yg nominalnya 600an,cb klo d kalikan smua siswa sdh sbgtu besar,buat apa uang sebanyak itu,bukan apa2 masalhnya sekarang perekonomian keluarga saya lagi sulit..ingin menyekolahkan minim sampai sma kok bebanya berat banget... pak untuk pengecat an halte",DINAS PENDIDIKAN KOTA MALANG,1,317,orang tua beban daftar ulang sman nominal ancb d kali siswa sbgtu besarbuat uang itubukan masalhnya ekonomi keluarga sulitingin sekolah minim sma bebanya berat banget cat an halte
94,"mohon kejelasan dana pencairan sertifikasi guru di Kota Malang untuk sertifikasi Juli hingga sekarang belum ada kejelasan kapan cair, bukankah seharusnya anggaran sertifikasi guru telah dianggarkan di DIPA sehingga seharusnya bisa lancar keluar setiap triwulan atau bahkan tiap bulan seperti remunerasi atau tunjangan kinerja PNS di Kementerian.an besar yang terikat pada pagar kami, kami jadi kesulitan parkir dan pandangan dri rumahpun tertutupi akan adanya baliho tersebut. Mohon pemerintah kota untuk menertipkannya demi kenyamanan bersama. Trimakasih.",DINAS PENDIDIKAN KOTA MALANG,1,556,mohon dana cair sertifikasi guru kota malang sertifikasi juli cair anggar sertifikasi guru anggar dipa lancar triwulan remunerasi tunjang kerja pns rian ikat pagar sulit parkir pandang rumah tutup baliho mohon perintah kota tip nyaman trimakasih
95,"pagi ini 1 Sep ‘18, krng lebh jam 10.45, didepan bundaran UB, minibus bertuliskan “Bus Sekolah” memotong jalan untuk memutar balik dari arah timur ke barat, saya klakson lalu saya mendahului, lalu sopir/penumpang mobil tsb berteriak kata kasar, otomatis saya menoleh tp tdk berkata apa2, lalu ada laki2 keluar dari bangku dpn dan meneriaki saya dengan kasar dan bengis, disusul dengan teriakan2 kasar lain dr dlm mobil tsb, jmlhnya 5 org lebih, memakai seragam warna hijau kuning mohon dievaluasi",DINAS PENDIDIKAN KOTA MALANG,1,496,pagi sep krng lebh jam bundar ub minibus tulis bus sekolah potong jalan putar arah timur barat klakson sopirpenumpang mobil teriak kasar otomatis toleh laki bangku riak kasar bengis susul ria kasar mobil jmlhnya orang pakai seragam warna hijau kuning mohon evaluasi
96,"Agar fullday school atau pendidikan karakter untuk anak SD di tiadakan, menurut saya kurang efektif kemampuan anak menyerap ilmu/pelajaran masih terbatas sehingga meningkatan tekanan pada otak/stress. Banyak orang tua yang mengeluh hal ini, pulang sore masih harus mengerjakan tugas/pr dari sekolah. Lagi pula sesuai dengan keputusan Presiden terbaru sudah tidak di wajibkan lagi/fleksible. terima kasih. mohon feedbacknya.",DINAS PENDIDIKAN KOTA MALANG,1,423,fullday school didik karakter anak sd tiada efektif anak serap ilmupelajaran batas tingkat tekan otakstress orang tua keluh pulang sore kerja tugaspr sekolah sesuai putus presiden wajib lagifleksible terima kasih mohon feedbacknya
97,Mohon.informasinya... Anak saya sekolah di SMUN 2.... Sekolah mengadakan SP untuk mata pelajaran yg perlu diperbaiki nilainya. Pertanyaan saya apa memang di perbolehan sekolah/guru menarik biaya sebesar rp.50.000/mata pelajaran/siswa Dan pelaksanaan SP tsb pada jam aktif sekolah/jjam kerja...bukan di luar jam.sekolah/jam aktif kerja... Jika diluar jam kerja..sy maklum.. Mhm informasinya..apa hal ini memang diperbolehkan atau tidak... Trims,DINAS PENDIDIKAN KOTA MALANG,1,443,mohoninformasinya anak sekolah smun sekolah sp mata ajar nilai sekolahguru tarik biaya rpmata pelajaransiswa laksana sp jam aktif sekolahjjam kerjabukan jamsekolahjam aktif kerja jam kerjasy maklum mhm informasinyaapa trims
